?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/GO_0060096>		
<http://purl.obolibrary.org/obo/GO_0061540>		
<http://purl.obolibrary.org/obo/GO_0061534>		
<http://purl.obolibrary.org/obo/GO_0061535>		
<http://purl.obolibrary.org/obo/GO_0061527>		
<http://purl.obolibrary.org/obo/GO_0014055>		
